# Feed list created: May  3 00:54:01 2025
# nfeeds: 324
# Col.1: id
# Col.2: lon-offset (deg)
# Col.3: lat-offset (deg)
# Col.4: Tcal pol1 (Kelvin)
# Col.5: Tcal pol2 (Kelvin)
# Col.6: flag (0=>Ok, 1=>bad)
# Col. 7: peak (T antenna)
# chp8 az_off (deg): 0.007203888889
# chp8 el_off (deg): -0.007672222222
 0     0.007182    -0.005833     0.000000     0.000000  0     0.724201
 1    -0.005208    -0.000024     0.000000     0.000000  0     0.647277
 2     0.002409    -0.003511     0.000000     0.000000  0     0.829170
 3     0.000354     0.005042     0.000000     0.000000  0     0.739403
 4     0.002306    -0.000909     0.000000     0.000000  0     0.749424
 5    -0.008237    -0.006429     0.000000     0.000000  0     0.630242
 6    -0.000502    -0.005048     0.000000     0.000000  0     0.774768
 7    -0.007778     0.001142     0.000000     0.000000  0     0.666434
 8    -0.000000    -0.000000     0.000000     0.000000  0     0.873935
 9    -0.000665    -0.007264     0.000000     0.000000  0     0.812371
10     0.005077     0.000052     0.000000     0.000000  0     0.756544
11     0.001920    -0.006284     0.000000     0.000000  0     0.836380
12    -0.003201    -0.006404     0.000000     0.000000  0     0.821255
13     0.004922    -0.002373     0.000000     0.000000  0     0.823611
14     0.007503    -0.003286     0.000000     0.000000  0     0.892232
15     0.005165     0.002597     0.000000     0.000000  0     0.816440
16     0.001829    -0.008417     0.000000     0.000000  0     0.801169
17    -0.002552     0.000986     0.000000     0.000000  0     0.639022
18    -0.005622    -0.007522     0.000000     0.000000  0     0.767132
19    -0.007907    -0.001237     0.000000     0.000000  0     0.705919
20    -0.003380    -0.008452     0.000000     0.000000  0     0.803664
21    -0.002457     0.003934     0.000000     0.000000  1     0.509977
22     0.009637    -0.006697     0.000000     0.000000  0     0.726833
23     0.002758     0.003832     0.000000     0.000000  0     0.928777
24    -0.000922    -0.012137     0.000000     0.000000  0     1.117630
25    -0.010852    -0.007710     0.000000     0.000000  0     0.867080
26     0.000834     0.007771     0.000000     0.000000  0     0.744310
27    -0.010211     0.002178     0.000000     0.000000  0     0.728047
28     0.007168    -0.008171     0.000000     0.000000  0     0.714928
29    -0.010811    -0.005257     0.000000     0.000000  0     0.655125
30     0.003043     0.006390     0.000000     0.000000  0     0.701887
31     0.010304    -0.001933     0.000000     0.000000  0     0.929315
32    -0.005653    -0.009933     0.000000     0.000000  0     0.713065
33    -0.010573    -0.002717     0.000000     0.000000  0     0.787863
34    -0.046286     0.047245     0.000000     0.000000  1     0.425848
35     0.005491     0.005029     0.000000     0.000000  0     0.937466
36    -0.010412    -0.000346     0.000000     0.000000  0     0.975314
37    -0.013392    -0.008662     0.000000     0.000000  0     0.807569
38    -0.012542     0.003516     0.000000     0.000000  0     0.743055
39    -0.001915     0.006264     0.000000     0.000000  0     0.758328
40     0.000873     0.010110     0.000000     0.000000  0     0.661396
41     0.009893    -0.009468     0.000000     0.000000  0     0.725294
42    -0.003552    -0.013691     0.000000     0.000000  0     0.865609
43    -0.009947     0.004737     0.000000     0.000000  0     0.795464
44     0.003347     0.009002     0.000000     0.000000  0     0.730018
45     0.012757     0.001419     0.000000     0.000000  0     1.046040
46     0.007408    -0.010779     0.000000     0.000000  0     0.761730
47    -0.013057    -0.003872     0.000000     0.000000  0     0.657994
48    -0.007273     0.006061     0.000000     0.000000  0     0.826678
49     0.005807     0.007879     0.000000     0.000000  0     1.007730
50     0.012658    -0.000829     0.000000     0.000000  0     0.917980
51    -0.012924    -0.001496     0.000000     0.000000  0     0.619173
52    -0.004431     0.007562     0.000000     0.000000  0     0.696933
53     0.008316     0.006495     0.000000     0.000000  0     0.700227
54     0.041990    -0.035232     0.000000     0.000000  1     0.273222
55    -0.010847    -0.009929     0.000000     0.000000  0     1.331820
56    -0.012818     0.001036     0.000000     0.000000  0     0.672255
57     0.010707     0.005291     0.000000     0.000000  0     0.885049
58    -0.001577     0.008983     0.000000     0.000000  0     0.745434
59     0.012143    -0.005796     0.000000     0.000000  0     0.734337
60    -0.001024    -0.016478     0.000000     0.000000  0     0.901603
61    -0.015041     0.004824     0.000000     0.000000  0     0.699668
62    -0.003736    -0.015649     0.000000     0.000000  0     1.383010
63     0.000877     0.012485     0.000000     0.000000  0     0.700409
64     0.015594     0.005363     0.000000     0.000000  0     0.876815
65     0.014619    -0.009447     0.000000     0.000000  0     0.871137
66    -0.012298     0.006118     0.000000     0.000000  0     0.801622
67     0.015166     0.002406     0.000000     0.000000  0     1.097460
68     0.003381     0.011521     0.000000     0.000000  0     0.738283
69     0.012101    -0.010309     0.000000     0.000000  0     1.104830
70    -0.005844    -0.014200     0.000000     0.000000  0     1.009380
71    -0.015639    -0.005336     0.000000     0.000000  0     0.785839
72    -0.009548     0.007376     0.000000     0.000000  0     0.628784
73     0.014930     0.000003     0.000000     0.000000  0     0.802087
74    -0.046736     0.021258     0.000000     0.000000  1     0.304520
75     0.005951     0.010315     0.000000     0.000000  0     0.843964
76    -0.015462    -0.002900     0.000000     0.000000  0     0.683729
77    -0.041501     0.045635     0.000000     0.000000  1     1.501160
78    -0.006878     0.008739     0.000000     0.000000  0     0.926266
79     0.008568     0.009127     0.000000     0.000000  0     0.701543
80     0.006688    -0.013558     0.000000     0.000000  0     0.905889
81    -0.015444    -0.000377     0.000000     0.000000  0     0.690222
82     0.014975    -0.004908     0.000000     0.000000  0     0.930775
83    -0.004334     0.009995     0.000000     0.000000  0     0.779978
84     0.011061     0.008490     0.000000     0.000000  0     0.763731
85     0.004384    -0.014808     0.000000     0.000000  0     1.398050
86    -0.015342     0.002108     0.000000     0.000000  0     0.670205
87    -0.001721     0.011439     0.000000     0.000000  0     0.730938
88     0.013448     0.006732     0.000000     0.000000  0     0.875495
89     0.001447    -0.015719     0.000000     0.000000  0     1.021440
90     0.014647    -0.006662     0.000000     0.000000  0     0.893668
91    -0.018677    -0.008772     0.000000     0.000000  0     1.128850
92     0.003341     0.013951     0.000000     0.000000  0     0.897312
93     0.014585    -0.011492     0.000000     0.000000  0     0.625277
94    -0.018378    -0.006569     0.000000     0.000000  0     0.842612
95    -0.003683    -0.018017     0.000000     0.000000  0     0.691797
96    -0.011855     0.008780     0.000000     0.000000  0     0.713828
97     0.011702    -0.013033     0.000000     0.000000  0     1.147720
98     0.005758     0.012559     0.000000     0.000000  0     0.745093
